method,end_point,response_time,hour_of_day,day_of_week,month,is_weekend,error_count,unique_error_type,avg_response_time,max_response_time,response_time_category,is_potential_anomalous
POST,/metrics,164,5,1,4,0,303,5,251.9843433,4980,normal,0
GET,/users,239,5,1,4,0,305,5,238.7543703,4942,normal,1
POST,/admin,85,5,1,4,0,319,5,243.46375,4857,fast,0
PATCH,/login,182,5,1,4,0,308,5,234.9827711,4994,normal,0
DELETE,/users,288,5,1,4,0,322,5,243.0159184,4961,normal,1
GET,/admin,135,5,1,4,0,319,5,243.46375,4857,normal,0
DELETE,/login,277,5,1,4,0,322,5,243.0159184,4961,normal,1
PATCH,/admin,142,5,1,4,0,313,5,242.773283,4979,normal,0
POST,/data,288,6,1,4,0,287,5,234.4954096,4998,normal,1
DELETE,/users,141,6,1,4,0,281,5,231.1578757,4991,normal,0
PATCH,/metrics,229,6,1,4,0,322,5,243.0159184,4961,normal,1
DELETE,/metrics,126,6,1,4,0,322,5,243.0159184,4961,normal,0
DELETE,/users,72,6,1,4,0,305,5,238.7543703,4942,fast,0
GET,/admin,208,7,1,4,0,305,5,238.7543703,4942,normal,1
PUT,/users,68,7,1,4,0,313,5,242.773283,4979,fast,0
PUT,/admin,75,7,1,4,0,322,5,243.0159184,4961,fast,0
GET,/login,99,7,1,4,0,303,5,251.9843433,4980,fast,0
DELETE,/metrics,75,7,1,4,0,303,5,251.9843433,4980,fast,0
POST,/data,234,8,1,4,0,308,5,234.9827711,4994,normal,1
PATCH,/data,27,8,1,4,0,287,5,234.4954096,4998,fast,0
DELETE,/users,210,8,1,4,0,308,5,234.9827711,4994,normal,1
DELETE,/admin,162,8,1,4,0,305,5,238.7543703,4942,normal,0
GET,/login,140,8,1,4,0,319,5,243.46375,4857,normal,0
PUT,/login,244,8,1,4,0,308,5,234.9827711,4994,normal,1
DELETE,/data,261,8,1,4,0,319,5,243.46375,4857,normal,1
GET,/users,288,8,1,4,0,305,5,238.7543703,4942,normal,1
GET,/metrics,261,8,1,4,0,319,5,243.46375,4857,normal,1
PATCH,/metrics,133,8,1,4,0,308,5,234.9827711,4994,normal,0
GET,/data,182,8,1,4,0,308,5,234.9827711,4994,normal,0
DELETE,/login,258,9,1,4,0,319,5,243.46375,4857,normal,1
GET,/users,87,9,1,4,0,305,5,238.7543703,4942,fast,0
GET,/login,113,9,1,4,0,308,5,234.9827711,4994,normal,0
POST,/users,88,9,1,4,0,303,5,251.9843433,4980,fast,0
GET,/metrics,46,9,1,4,0,281,5,231.1578757,4991,fast,0
PATCH,/admin,42,9,1,4,0,315,5,238.6485995,4986,fast,0
GET,/admin,211,10,1,4,0,281,5,231.1578757,4991,normal,1
GET,/login,195,10,1,4,0,281,5,231.1578757,4991,normal,0
PATCH,/login,135,10,1,4,0,313,5,242.773283,4979,normal,0
DELETE,/data,263,10,1,4,0,322,5,243.0159184,4961,normal,1
DELETE,/metrics,164,10,1,4,0,313,5,242.773283,4979,normal,0
POST,/users,62,10,1,4,0,315,5,238.6485995,4986,fast,0
POST,/admin,232,10,1,4,0,315,5,238.6485995,4986,normal,1
PATCH,/login,121,10,1,4,0,308,5,234.9827711,4994,normal,0
POST,/metrics,39,11,1,4,0,305,5,238.7543703,4942,fast,0
GET,/metrics,44,11,1,4,0,319,5,243.46375,4857,fast,0
PATCH,/login,233,11,1,4,0,315,5,238.6485995,4986,normal,1
GET,/users,96,11,1,4,0,281,5,231.1578757,4991,fast,0
PATCH,/metrics,100,11,1,4,0,319,5,243.46375,4857,fast,0
GET,/login,177,12,1,4,0,305,5,238.7543703,4942,normal,0
PUT,/admin,213,12,1,4,0,315,5,238.6485995,4986,normal,1
GET,/data,150,12,1,4,0,303,5,251.9843433,4980,normal,0
PATCH,/users,193,12,1,4,0,319,5,243.46375,4857,normal,0
POST,/admin,144,12,1,4,0,319,5,243.46375,4857,normal,0
GET,/metrics,272,13,1,4,0,322,5,243.0159184,4961,normal,1
PATCH,/admin,285,13,1,4,0,305,5,238.7543703,4942,normal,1
GET,/data,218,13,1,4,0,322,5,243.0159184,4961,normal,1
POST,/users,188,13,1,4,0,305,5,238.7543703,4942,normal,0
DELETE,/data,169,14,1,4,0,313,5,242.773283,4979,normal,0
GET,/data,187,14,1,4,0,313,5,242.773283,4979,normal,0
POST,/login,298,14,1,4,0,303,5,251.9843433,4980,normal,1
POST,/login,241,14,1,4,0,287,5,234.4954096,4998,normal,1
PUT,/admin,29,14,1,4,0,313,5,242.773283,4979,fast,0
GET,/admin,147,15,1,4,0,319,5,243.46375,4857,normal,0
PATCH,/login,124,15,1,4,0,313,5,242.773283,4979,normal,0
DELETE,/metrics,284,15,1,4,0,303,5,251.9843433,4980,normal,1
PATCH,/data,201,15,1,4,0,322,5,243.0159184,4961,normal,1
DELETE,/data,26,15,1,4,0,305,5,238.7543703,4942,fast,0
PATCH,/users,135,15,1,4,0,287,5,234.4954096,4998,normal,0
PATCH,/login,97,15,1,4,0,305,5,238.7543703,4942,fast,0
POST,/metrics,223,15,1,4,0,322,5,243.0159184,4961,normal,1
POST,/admin,19,15,1,4,0,305,5,238.7543703,4942,fast,0
POST,/admin,111,15,1,4,0,305,5,238.7543703,4942,normal,0
PUT,/data,223,15,1,4,0,315,5,238.6485995,4986,normal,1
GET,/metrics,128,16,1,4,0,303,5,251.9843433,4980,normal,0
PUT,/data,17,16,1,4,0,319,5,243.46375,4857,fast,0
GET,/data,82,16,1,4,0,305,5,238.7543703,4942,fast,0
PATCH,/data,51,16,1,4,0,315,5,238.6485995,4986,fast,0
PUT,/admin,273,16,1,4,0,308,5,234.9827711,4994,normal,1
PATCH,/login,206,16,1,4,0,308,5,234.9827711,4994,normal,1
PUT,/metrics,258,16,1,4,0,281,5,231.1578757,4991,normal,1
GET,/data,183,17,1,4,0,315,5,238.6485995,4986,normal,0
POST,/data,105,17,1,4,0,308,5,234.9827711,4994,normal,0
PUT,/metrics,233,17,1,4,0,303,5,251.9843433,4980,normal,1
POST,/users,93,17,1,4,0,303,5,251.9843433,4980,fast,0
GET,/login,155,17,1,4,0,319,5,243.46375,4857,normal,0
DELETE,/data,172,17,1,4,0,315,5,238.6485995,4986,normal,0
DELETE,/login,263,17,1,4,0,319,5,243.46375,4857,normal,1
PATCH,/data,170,17,1,4,0,315,5,238.6485995,4986,normal,0
DELETE,/data,120,17,1,4,0,319,5,243.46375,4857,normal,0
GET,/admin,155,17,1,4,0,319,5,243.46375,4857,normal,0
DELETE,/metrics,73,18,1,4,0,315,5,238.6485995,4986,fast,0
PATCH,/login,76,18,1,4,0,305,5,238.7543703,4942,fast,0
DELETE,/users,53,18,1,4,0,303,5,251.9843433,4980,fast,0
PATCH,/users,249,18,1,4,0,322,5,243.0159184,4961,normal,1
DELETE,/data,135,18,1,4,0,287,5,234.4954096,4998,normal,0
DELETE,/admin,143,18,1,4,0,287,5,234.4954096,4998,normal,0
DELETE,/users,46,19,1,4,0,287,5,234.4954096,4998,fast,0
PATCH,/admin,100,19,1,4,0,308,5,234.9827711,4994,fast,0
PATCH,/login,268,19,1,4,0,322,5,243.0159184,4961,normal,1
PUT,/login,151,19,1,4,0,315,5,238.6485995,4986,normal,0
GET,/users,14,19,1,4,0,315,5,238.6485995,4986,fast,0
PUT,/data,168,19,1,4,0,313,5,242.773283,4979,normal,0
GET,/admin,78,20,1,4,0,322,5,243.0159184,4961,fast,0
DELETE,/admin,93,20,1,4,0,308,5,234.9827711,4994,fast,0
PUT,/data,63,20,1,4,0,319,5,243.46375,4857,fast,0
POST,/metrics,189,20,1,4,0,281,5,231.1578757,4991,normal,0
DELETE,/login,180,20,1,4,0,319,5,243.46375,4857,normal,0
DELETE,/admin,175,20,1,4,0,322,5,243.0159184,4961,normal,0
PATCH,/admin,290,20,1,4,0,313,5,242.773283,4979,normal,1
PUT,/data,162,20,1,4,0,281,5,231.1578757,4991,normal,0
PUT,/admin,130,21,1,4,0,319,5,243.46375,4857,normal,0
DELETE,/admin,175,21,1,4,0,319,5,243.46375,4857,normal,0
PUT,/data,105,21,1,4,0,287,5,234.4954096,4998,normal,0
PUT,/login,220,21,1,4,0,287,5,234.4954096,4998,normal,1
DELETE,/users,116,21,1,4,0,313,5,242.773283,4979,normal,0
GET,/metrics,28,21,1,4,0,305,5,238.7543703,4942,fast,0
POST,/data,114,21,1,4,0,303,5,251.9843433,4980,normal,0
GET,/users,268,21,1,4,0,319,5,243.46375,4857,normal,1
POST,/data,32,21,1,4,0,315,5,238.6485995,4986,fast,0
PUT,/users,88,21,1,4,0,313,5,242.773283,4979,fast,0
DELETE,/admin,280,22,1,4,0,319,5,243.46375,4857,normal,1
GET,/users,16,22,1,4,0,308,5,234.9827711,4994,fast,0
DELETE,/data,245,22,1,4,0,287,5,234.4954096,4998,normal,1
PUT,/users,255,22,1,4,0,315,5,238.6485995,4986,normal,1
POST,/data,209,22,1,4,0,303,5,251.9843433,4980,normal,1
PUT,/users,42,22,1,4,0,319,5,243.46375,4857,fast,0
PATCH,/login,225,22,1,4,0,313,5,242.773283,4979,normal,1
POST,/login,167,23,1,4,0,319,5,243.46375,4857,normal,0
GET,/admin,95,23,1,4,0,308,5,234.9827711,4994,fast,0
PUT,/login,161,23,1,4,0,305,5,238.7543703,4942,normal,0
PATCH,/metrics,295,23,1,4,0,281,5,231.1578757,4991,normal,1
DELETE,/users,194,23,1,4,0,303,5,251.9843433,4980,normal,0
PUT,/data,55,23,1,4,0,281,5,231.1578757,4991,fast,0
PUT,/login,13,23,1,4,0,305,5,238.7543703,4942,fast,0
PUT,/data,143,23,1,4,0,303,5,251.9843433,4980,normal,0
POST,/metrics,256,23,1,4,0,315,5,238.6485995,4986,normal,1
GET,/admin,172,23,1,4,0,315,5,238.6485995,4986,normal,0
DELETE,/metrics,140,0,2,4,0,308,5,234.9827711,4994,normal,0
POST,/data,129,0,2,4,0,322,5,243.0159184,4961,normal,0
PATCH,/users,74,0,2,4,0,281,5,231.1578757,4991,fast,0
DELETE,/admin,31,0,2,4,0,303,5,251.9843433,4980,fast,0
PUT,/users,279,0,2,4,0,322,5,243.0159184,4961,normal,1
POST,/users,114,0,2,4,0,287,5,234.4954096,4998,normal,0
PUT,/data,219,0,2,4,0,303,5,251.9843433,4980,normal,1
GET,/data,210,0,2,4,0,281,5,231.1578757,4991,normal,1
DELETE,/metrics,117,1,2,4,0,313,5,242.773283,4979,normal,0
PUT,/data,146,1,2,4,0,303,5,251.9843433,4980,normal,0
GET,/data,133,1,2,4,0,305,5,238.7543703,4942,normal,0
DELETE,/admin,217,1,2,4,0,287,5,234.4954096,4998,normal,1
DELETE,/users,241,1,2,4,0,308,5,234.9827711,4994,normal,1
POST,/metrics,162,1,2,4,0,281,5,231.1578757,4991,normal,0
PUT,/admin,10,1,2,4,0,287,5,234.4954096,4998,fast,0
GET,/admin,292,1,2,4,0,322,5,243.0159184,4961,normal,1
PUT,/users,112,1,2,4,0,319,5,243.46375,4857,normal,0
PATCH,/login,89,2,2,4,0,303,5,251.9843433,4980,fast,0
PATCH,/users,275,2,2,4,0,287,5,234.4954096,4998,normal,1
POST,/login,24,2,2,4,0,315,5,238.6485995,4986,fast,0
GET,/admin,39,2,2,4,0,315,5,238.6485995,4986,fast,0
POST,/metrics,171,2,2,4,0,313,5,242.773283,4979,normal,0
GET,/data,106,2,2,4,0,308,5,234.9827711,4994,normal,0
POST,/admin,300,2,2,4,0,308,5,234.9827711,4994,normal,1
GET,/login,260,2,2,4,0,313,5,242.773283,4979,normal,1
GET,/metrics,151,3,2,4,0,303,5,251.9843433,4980,normal,0
DELETE,/metrics,28,3,2,4,0,319,5,243.46375,4857,fast,0
PUT,/data,264,3,2,4,0,313,5,242.773283,4979,normal,1
PUT,/metrics,171,3,2,4,0,315,5,238.6485995,4986,normal,0
GET,/admin,127,3,2,4,0,308,5,234.9827711,4994,normal,0
GET,/data,124,3,2,4,0,322,5,243.0159184,4961,normal,0
PATCH,/admin,114,3,2,4,0,313,5,242.773283,4979,normal,0
POST,/metrics,10,4,2,4,0,287,5,234.4954096,4998,fast,0
DELETE,/data,126,4,2,4,0,308,5,234.9827711,4994,normal,0
DELETE,/users,27,4,2,4,0,287,5,234.4954096,4998,fast,0
DELETE,/data,266,4,2,4,0,319,5,243.46375,4857,normal,1
PUT,/users,11,4,2,4,0,287,5,234.4954096,4998,fast,0
PUT,/metrics,58,4,2,4,0,315,5,238.6485995,4986,fast,0
GET,/data,47,4,2,4,0,315,5,238.6485995,4986,fast,0
POST,/login,232,4,2,4,0,322,5,243.0159184,4961,normal,1
PATCH,/users,75,4,2,4,0,281,5,231.1578757,4991,fast,0
GET,/metrics,241,4,2,4,0,319,5,243.46375,4857,normal,1
PATCH,/users,190,4,2,4,0,322,5,243.0159184,4961,normal,0
PUT,/admin,18,4,2,4,0,313,5,242.773283,4979,fast,0
POST,/metrics,185,4,2,4,0,287,5,234.4954096,4998,normal,0
GET,/data,117,5,2,4,0,313,5,242.773283,4979,normal,0
PATCH,/login,298,5,2,4,0,319,5,243.46375,4857,normal,1
GET,/metrics,22,5,2,4,0,303,5,251.9843433,4980,fast,0
GET,/users,123,5,2,4,0,313,5,242.773283,4979,normal,0
DELETE,/admin,139,5,2,4,0,319,5,243.46375,4857,normal,0
DELETE,/users,16,5,2,4,0,305,5,238.7543703,4942,fast,0
PUT,/login,173,5,2,4,0,303,5,251.9843433,4980,normal,0
GET,/admin,68,6,2,4,0,313,5,242.773283,4979,fast,0
DELETE,/login,85,6,2,4,0,281,5,231.1578757,4991,fast,0
PATCH,/login,217,6,2,4,0,287,5,234.4954096,4998,normal,1
DELETE,/admin,120,6,2,4,0,313,5,242.773283,4979,normal,0
PUT,/users,79,6,2,4,0,281,5,231.1578757,4991,fast,0
POST,/users,210,6,2,4,0,313,5,242.773283,4979,normal,1
PATCH,/admin,227,6,2,4,0,281,5,231.1578757,4991,normal,1
POST,/admin,99,6,2,4,0,322,5,243.0159184,4961,fast,0
PUT,/admin,250,7,2,4,0,319,5,243.46375,4857,normal,1
GET,/metrics,229,7,2,4,0,322,5,243.0159184,4961,normal,1
PATCH,/users,178,7,2,4,0,305,5,238.7543703,4942,normal,0
GET,/users,155,7,2,4,0,308,5,234.9827711,4994,normal,0
GET,/users,250,7,2,4,0,305,5,238.7543703,4942,normal,1
GET,/data,257,7,2,4,0,308,5,234.9827711,4994,normal,1
POST,/admin,141,7,2,4,0,315,5,238.6485995,4986,normal,0
PATCH,/metrics,86,7,2,4,0,308,5,234.9827711,4994,fast,0
PUT,/data,115,7,2,4,0,308,5,234.9827711,4994,normal,0
PATCH,/users,31,8,2,4,0,308,5,234.9827711,4994,fast,0
PATCH,/login,221,8,2,4,0,287,5,234.4954096,4998,normal,1
POST,/data,125,8,2,4,0,281,5,231.1578757,4991,normal,0
PATCH,/data,101,8,2,4,0,319,5,243.46375,4857,normal,0
DELETE,/login,149,8,2,4,0,319,5,243.46375,4857,normal,0
PATCH,/login,64,8,2,4,0,308,5,234.9827711,4994,fast,0
POST,/data,241,8,2,4,0,319,5,243.46375,4857,normal,1
PATCH,/login,88,8,2,4,0,287,5,234.4954096,4998,fast,0
POST,/metrics,13,8,2,4,0,303,5,251.9843433,4980,fast,0
PUT,/admin,86,8,2,4,0,319,5,243.46375,4857,fast,0
POST,/login,35,8,2,4,0,303,5,251.9843433,4980,fast,0
DELETE,/users,188,8,2,4,0,281,5,231.1578757,4991,normal,0
PUT,/users,78,9,2,4,0,305,5,238.7543703,4942,fast,0
DELETE,/metrics,173,9,2,4,0,322,5,243.0159184,4961,normal,0
POST,/admin,96,9,2,4,0,281,5,231.1578757,4991,fast,0
GET,/users,181,9,2,4,0,303,5,251.9843433,4980,normal,0
PUT,/data,54,9,2,4,0,313,5,242.773283,4979,fast,0
PUT,/login,69,9,2,4,0,315,5,238.6485995,4986,fast,0
POST,/data,212,9,2,4,0,313,5,242.773283,4979,normal,1
PATCH,/metrics,117,10,2,4,0,315,5,238.6485995,4986,normal,0
PATCH,/metrics,245,10,2,4,0,313,5,242.773283,4979,normal,1
DELETE,/admin,120,10,2,4,0,308,5,234.9827711,4994,normal,0
GET,/users,129,10,2,4,0,287,5,234.4954096,4998,normal,0
PATCH,/login,73,10,2,4,0,322,5,243.0159184,4961,fast,0
GET,/login,186,10,2,4,0,319,5,243.46375,4857,normal,0
GET,/data,149,10,2,4,0,313,5,242.773283,4979,normal,0
DELETE,/admin,159,10,2,4,0,322,5,243.0159184,4961,normal,0
POST,/admin,75,10,2,4,0,322,5,243.0159184,4961,fast,0
POST,/login,264,11,2,4,0,315,5,238.6485995,4986,normal,1
DELETE,/users,85,11,2,4,0,281,5,231.1578757,4991,fast,0
PUT,/admin,27,11,2,4,0,315,5,238.6485995,4986,fast,0
PATCH,/login,199,11,2,4,0,303,5,251.9843433,4980,normal,0
PUT,/users,66,11,2,4,0,322,5,243.0159184,4961,fast,0
DELETE,/users,159,11,2,4,0,315,5,238.6485995,4986,normal,0
GET,/login,201,11,2,4,0,303,5,251.9843433,4980,normal,1
POST,/data,240,11,2,4,0,303,5,251.9843433,4980,normal,1
GET,/metrics,107,11,2,4,0,287,5,234.4954096,4998,normal,0
PATCH,/data,225,11,2,4,0,319,5,243.46375,4857,normal,1
DELETE,/metrics,262,11,2,4,0,305,5,238.7543703,4942,normal,1
DELETE,/admin,130,11,2,4,0,281,5,231.1578757,4991,normal,0
GET,/login,76,11,2,4,0,287,5,234.4954096,4998,fast,0
PUT,/data,62,11,2,4,0,313,5,242.773283,4979,fast,0
PUT,/admin,263,11,2,4,0,315,5,238.6485995,4986,normal,1
DELETE,/admin,114,12,2,4,0,322,5,243.0159184,4961,normal,0
POST,/login,243,12,2,4,0,303,5,251.9843433,4980,normal,1
GET,/data,181,12,2,4,0,322,5,243.0159184,4961,normal,0
DELETE,/metrics,84,12,2,4,0,287,5,234.4954096,4998,fast,0
GET,/metrics,22,12,2,4,0,287,5,234.4954096,4998,fast,0
DELETE,/admin,150,12,2,4,0,308,5,234.9827711,4994,normal,0
GET,/admin,146,12,2,4,0,315,5,238.6485995,4986,normal,0
POST,/data,216,12,2,4,0,319,5,243.46375,4857,normal,1
PUT,/data,29,12,2,4,0,287,5,234.4954096,4998,fast,0
GET,/login,191,13,2,4,0,319,5,243.46375,4857,normal,0
POST,/users,115,13,2,4,0,287,5,234.4954096,4998,normal,0
PUT,/users,173,13,2,4,0,319,5,243.46375,4857,normal,0
PATCH,/users,121,13,2,4,0,308,5,234.9827711,4994,normal,0
PATCH,/data,121,13,2,4,0,305,5,238.7543703,4942,normal,0
GET,/metrics,171,13,2,4,0,281,5,231.1578757,4991,normal,0
PATCH,/admin,235,13,2,4,0,308,5,234.9827711,4994,normal,1
PATCH,/login,114,14,2,4,0,287,5,234.4954096,4998,normal,0
POST,/metrics,294,14,2,4,0,319,5,243.46375,4857,normal,1
DELETE,/users,264,14,2,4,0,303,5,251.9843433,4980,normal,1
DELETE,/admin,162,14,2,4,0,308,5,234.9827711,4994,normal,0
PUT,/metrics,144,14,2,4,0,287,5,234.4954096,4998,normal,0
GET,/login,36,14,2,4,0,303,5,251.9843433,4980,fast,0
DELETE,/users,300,14,2,4,0,281,5,231.1578757,4991,normal,1
GET,/admin,284,14,2,4,0,287,5,234.4954096,4998,normal,1
POST,/users,274,15,2,4,0,308,5,234.9827711,4994,normal,1
GET,/metrics,256,15,2,4,0,303,5,251.9843433,4980,normal,1
PATCH,/login,282,15,2,4,0,281,5,231.1578757,4991,normal,1
PUT,/data,190,15,2,4,0,303,5,251.9843433,4980,normal,0
DELETE,/data,121,15,2,4,0,303,5,251.9843433,4980,normal,0
PUT,/login,69,15,2,4,0,287,5,234.4954096,4998,fast,0
DELETE,/data,162,15,2,4,0,303,5,251.9843433,4980,normal,0
PUT,/admin,95,15,2,4,0,315,5,238.6485995,4986,fast,0
POST,/login,71,16,2,4,0,319,5,243.46375,4857,fast,0
PUT,/login,214,16,2,4,0,319,5,243.46375,4857,normal,1
POST,/metrics,35,16,2,4,0,315,5,238.6485995,4986,fast,0
PATCH,/metrics,127,16,2,4,0,319,5,243.46375,4857,normal,0
PUT,/login,99,16,2,4,0,281,5,231.1578757,4991,fast,0
POST,/users,226,16,2,4,0,315,5,238.6485995,4986,normal,1
DELETE,/admin,23,16,2,4,0,313,5,242.773283,4979,fast,0
DELETE,/users,79,17,2,4,0,319,5,243.46375,4857,fast,0
DELETE,/users,260,17,2,4,0,319,5,243.46375,4857,normal,1
GET,/users,272,17,2,4,0,313,5,242.773283,4979,normal,1
PATCH,/users,293,17,2,4,0,308,5,234.9827711,4994,normal,1
PATCH,/admin,44,17,2,4,0,287,5,234.4954096,4998,fast,0
PUT,/admin,62,17,2,4,0,322,5,243.0159184,4961,fast,0
PATCH,/login,172,17,2,4,0,281,5,231.1578757,4991,normal,0
DELETE,/login,79,17,2,4,0,305,5,238.7543703,4942,fast,0
GET,/admin,287,18,2,4,0,315,5,238.6485995,4986,normal,1
PATCH,/users,193,18,2,4,0,315,5,238.6485995,4986,normal,0
PUT,/admin,133,18,2,4,0,315,5,238.6485995,4986,normal,0
PUT,/metrics,112,18,2,4,0,322,5,243.0159184,4961,normal,0
GET,/users,160,18,2,4,0,308,5,234.9827711,4994,normal,0
PATCH,/metrics,51,19,2,4,0,305,5,238.7543703,4942,fast,0
DELETE,/login,27,19,2,4,0,287,5,234.4954096,4998,fast,0
DELETE,/login,197,19,2,4,0,308,5,234.9827711,4994,normal,0
POST,/admin,213,19,2,4,0,319,5,243.46375,4857,normal,1
POST,/users,22,20,2,4,0,308,5,234.9827711,4994,fast,0
PUT,/admin,266,20,2,4,0,303,5,251.9843433,4980,normal,1
PUT,/admin,262,20,2,4,0,308,5,234.9827711,4994,normal,1
PUT,/data,237,21,2,4,0,281,5,231.1578757,4991,normal,1
DELETE,/users,150,21,2,4,0,281,5,231.1578757,4991,normal,0
PUT,/login,296,21,2,4,0,281,5,231.1578757,4991,normal,1
DELETE,/admin,101,21,2,4,0,319,5,243.46375,4857,normal,0
GET,/login,197,21,2,4,0,281,5,231.1578757,4991,normal,0
POST,/admin,230,21,2,4,0,319,5,243.46375,4857,normal,1
PUT,/users,182,21,2,4,0,281,5,231.1578757,4991,normal,0
PUT,/login,182,21,2,4,0,303,5,251.9843433,4980,normal,0
PUT,/data,53,21,2,4,0,313,5,242.773283,4979,fast,0
DELETE,/login,126,22,2,4,0,305,5,238.7543703,4942,normal,0
PATCH,/data,153,22,2,4,0,308,5,234.9827711,4994,normal,0
DELETE,/data,109,22,2,4,0,315,5,238.6485995,4986,normal,0
PATCH,/admin,172,22,2,4,0,303,5,251.9843433,4980,normal,0
POST,/users,238,22,2,4,0,287,5,234.4954096,4998,normal,1
POST,/data,11,22,2,4,0,308,5,234.9827711,4994,fast,0
GET,/data,269,22,2,4,0,308,5,234.9827711,4994,normal,1
PUT,/users,109,22,2,4,0,313,5,242.773283,4979,normal,0
PATCH,/admin,219,23,2,4,0,308,5,234.9827711,4994,normal,1
POST,/admin,261,23,2,4,0,308,5,234.9827711,4994,normal,1
POST,/metrics,76,23,2,4,0,313,5,242.773283,4979,fast,0
GET,/admin,205,23,2,4,0,281,5,231.1578757,4991,normal,1
DELETE,/users,204,23,2,4,0,281,5,231.1578757,4991,normal,1
DELETE,/data,98,23,2,4,0,305,5,238.7543703,4942,fast,0
GET,/metrics,144,0,3,4,0,281,5,231.1578757,4991,normal,0
POST,/data,215,0,3,4,0,315,5,238.6485995,4986,normal,1
PATCH,/users,280,0,3,4,0,287,5,234.4954096,4998,normal,1
PUT,/metrics,109,0,3,4,0,287,5,234.4954096,4998,normal,0
DELETE,/admin,152,0,3,4,0,308,5,234.9827711,4994,normal,0
PUT,/login,43,1,3,4,0,281,5,231.1578757,4991,fast,0
POST,/data,39,1,3,4,0,308,5,234.9827711,4994,fast,0
GET,/admin,286,1,3,4,0,319,5,243.46375,4857,normal,1
GET,/admin,261,1,3,4,0,287,5,234.4954096,4998,normal,1
GET,/login,78,1,3,4,0,322,5,243.0159184,4961,fast,0
POST,/login,159,1,3,4,0,281,5,231.1578757,4991,normal,0
DELETE,/admin,202,2,3,4,0,305,5,238.7543703,4942,normal,1
PUT,/admin,290,2,3,4,0,313,5,242.773283,4979,normal,1
PUT,/admin,291,2,3,4,0,319,5,243.46375,4857,normal,1
GET,/users,42,2,3,4,0,319,5,243.46375,4857,fast,0
DELETE,/login,158,3,3,4,0,315,5,238.6485995,4986,normal,0
PATCH,/metrics,149,3,3,4,0,287,5,234.4954096,4998,normal,0
DELETE,/data,62,3,3,4,0,322,5,243.0159184,4961,fast,0
POST,/admin,268,3,3,4,0,281,5,231.1578757,4991,normal,1
GET,/admin,56,3,3,4,0,287,5,234.4954096,4998,fast,0
PATCH,/data,77,3,3,4,0,308,5,234.9827711,4994,fast,0
PUT,/login,87,4,3,4,0,313,5,242.773283,4979,fast,0
GET,/login,180,4,3,4,0,322,5,243.0159184,4961,normal,0
DELETE,/users,237,4,3,4,0,305,5,238.7543703,4942,normal,1
GET,/data,78,4,3,4,0,319,5,243.46375,4857,fast,0
PATCH,/admin,229,4,3,4,0,322,5,243.0159184,4961,normal,1
PUT,/data,190,4,3,4,0,303,5,251.9843433,4980,normal,0
POST,/data,16,4,3,4,0,313,5,242.773283,4979,fast,0
GET,/admin,218,4,3,4,0,303,5,251.9843433,4980,normal,1
PUT,/users,50,4,3,4,0,308,5,234.9827711,4994,fast,0
PUT,/data,228,4,3,4,0,319,5,243.46375,4857,normal,1
PUT,/metrics,85,5,3,4,0,322,5,243.0159184,4961,fast,0
POST,/admin,236,5,3,4,0,313,5,242.773283,4979,normal,1
POST,/users,240,5,3,4,0,313,5,242.773283,4979,normal,1
PUT,/metrics,241,5,3,4,0,308,5,234.9827711,4994,normal,1
DELETE,/data,293,5,3,4,0,313,5,242.773283,4979,normal,1
GET,/admin,117,5,3,4,0,287,5,234.4954096,4998,normal,0
PATCH,/login,73,5,3,4,0,281,5,231.1578757,4991,fast,0
POST,/login,205,5,3,4,0,303,5,251.9843433,4980,normal,1
POST,/login,46,5,3,4,0,319,5,243.46375,4857,fast,0
GET,/admin,111,6,3,4,0,308,5,234.9827711,4994,normal,0
PATCH,/users,233,6,3,4,0,281,5,231.1578757,4991,normal,1
GET,/admin,209,6,3,4,0,313,5,242.773283,4979,normal,1
PUT,/login,154,6,3,4,0,315,5,238.6485995,4986,normal,0
PUT,/login,10,6,3,4,0,287,5,234.4954096,4998,fast,0
PATCH,/metrics,156,6,3,4,0,308,5,234.9827711,4994,normal,0
POST,/admin,297,6,3,4,0,303,5,251.9843433,4980,normal,1
PUT,/metrics,184,6,3,4,0,281,5,231.1578757,4991,normal,0
GET,/login,278,6,3,4,0,305,5,238.7543703,4942,normal,1
DELETE,/metrics,207,6,3,4,0,303,5,251.9843433,4980,normal,1
DELETE,/admin,160,6,3,4,0,305,5,238.7543703,4942,normal,0
PATCH,/metrics,280,7,3,4,0,313,5,242.773283,4979,normal,1
PATCH,/data,198,7,3,4,0,305,5,238.7543703,4942,normal,0
POST,/users,108,7,3,4,0,315,5,238.6485995,4986,normal,0
DELETE,/metrics,164,7,3,4,0,305,5,238.7543703,4942,normal,0
DELETE,/login,147,7,3,4,0,281,5,231.1578757,4991,normal,0
DELETE,/users,59,7,3,4,0,281,5,231.1578757,4991,fast,0
PATCH,/data,56,7,3,4,0,319,5,243.46375,4857,fast,0
GET,/users,56,7,3,4,0,303,5,251.9843433,4980,fast,0
DELETE,/admin,162,7,3,4,0,287,5,234.4954096,4998,normal,0
PATCH,/metrics,120,7,3,4,0,313,5,242.773283,4979,normal,0
PATCH,/metrics,180,8,3,4,0,308,5,234.9827711,4994,normal,0
POST,/users,16,8,3,4,0,305,5,238.7543703,4942,fast,0
